Report Name,Report Location,Report ID,DP Name,Universe/Source,Has Combined Queries,Class Name,Object Name,Result Object/Condition Object,Operands,Sub Queries,Combined Queries,Object Qualification
VSOE Prof Svcs3,Public Folders\Accounting\Revenue Accounting\,645590,Invoice,eBusiness Operations,FALSE,Product Hierarchy,Product Family,Condition Obj, Product Family InList  SERVICE, , ,
Cash Basis Deferred with AR : 22020,Public Folders\Accounting\Revenue Accounting\,645591,Invoice History,eBusiness Operations,FALSE,Customer (C),(C) Customer Name1,Result Object, , , ,DIMENSION
Cash Basis Deferred with AR : 22020,Public Folders\Accounting\Revenue Accounting\,645591,Invoice History,eBusiness Operations,FALSE,Ship To Locations (STL),(STL) Channel,Result Object, , , ,DIMENSION
Cash Basis Deferred with AR : 22020,Public Folders\Accounting\Revenue Accounting\,645591,Invoice History,eBusiness Operations,FALSE,Ship To Locations (STL),(STL) Sales Region,Result Object, , , ,DIMENSION
Cash Basis Deferred with AR : 22020,Public Folders\Accounting\Revenue Accounting\,645591,Invoice History,eBusiness Operations,FALSE,Product Hierarchy,Product Line,Result Object, , , ,DIMENSION
Cash Basis Deferred with AR : 22020,Public Folders\Accounting\Revenue Accounting\,645591,Invoice History,eBusiness Operations,FALSE,Invoice History Posting Date (IHPD),(IHPD) Fiscal  Month,Result Object, , , ,DIMENSION
Cash Basis Deferred with AR : 22020,Public Folders\Accounting\Revenue Accounting\,645591,Invoice History,eBusiness Operations,FALSE,Products,Product Number,Result Object, , , ,DIMENSION
Cash Basis Deferred with AR : 22020,Public Folders\Accounting\Revenue Accounting\,645591,Invoice History,eBusiness Operations,FALSE,Invoice History Transactions(IH),(IH) Invoice Number,Result Object, , , ,DIMENSION
Cash Basis Deferred with AR : 22020,Public Folders\Accounting\Revenue Accounting\,645591,Invoice History,eBusiness Operations,FALSE,Ship To Locations (STL),(STL) Customer Name,Result Object, , , ,DIMENSION
Cash Basis Deferred with AR : 22020,Public Folders\Accounting\Revenue Accounting\,645591,Invoice History,eBusiness Operations,FALSE,Invoice History Posting Date (IHPD),(IHPD) Fiscal Quarter,Result Object, , , ,DIMENSION
Cash Basis Deferred with AR : 22020,Public Folders\Accounting\Revenue Accounting\,645591,Invoice History,eBusiness Operations,FALSE,Invoice History Transactions(IH),(IH) Invoice Line,Result Object, , , ,DIMENSION
Cash Basis Deferred with AR : 22020,Public Folders\Accounting\Revenue Accounting\,645591,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Pre Split Revenue Amount,Result Object, , , ,MEASURE
Cash Basis Deferred with AR : 22020,Public Folders\Accounting\Revenue Accounting\,645591,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Recognized Amount,Result Object, , , ,MEASURE
Cash Basis Deferred with AR : 22020,Public Folders\Accounting\Revenue Accounting\,645591,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Deferred Amount,Result Object, , , ,MEASURE
Cash Basis Deferred with AR : 22020,Public Folders\Accounting\Revenue Accounting\,645591,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,Inv Line Total Amt,Result Object, , , ,DIMENSION
Cash Basis Deferred with AR : 22020,Public Folders\Accounting\Revenue Accounting\,645591,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Revenue Amount,Result Object, , , ,MEASURE
Cash Basis Deferred with AR : 22020,Public Folders\Accounting\Revenue Accounting\,645591,Invoice History,eBusiness Operations,FALSE,Product Hierarchy,Product Type,Result Object, , , ,DIMENSION
Cash Basis Deferred with AR : 22020,Public Folders\Accounting\Revenue Accounting\,645591,Invoice History,eBusiness Operations,FALSE,Product Hierarchy,Product Family,Result Object, , , ,DIMENSION
Cash Basis Deferred with AR : 22020,Public Folders\Accounting\Revenue Accounting\,645591,Invoice History,eBusiness Operations,FALSE,GL Accounts,GL Account Number,Result Object, , , ,DIMENSION
Cash Basis Deferred with AR : 22020,Public Folders\Accounting\Revenue Accounting\,645591,Invoice History,eBusiness Operations,FALSE,Invoice History Transactions(IH),(IH) Sales Order Type,Result Object, , , ,DIMENSION
Cash Basis Deferred with AR : 22020,Public Folders\Accounting\Revenue Accounting\,645591,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Total Ext Standard Cost,Result Object, , , ,MEASURE
Cash Basis Deferred with AR : 22020,Public Folders\Accounting\Revenue Accounting\,645591,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Recognized Ext Standard Cost,Result Object, , , ,MEASURE
Cash Basis Deferred with AR : 22020,Public Folders\Accounting\Revenue Accounting\,645591,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Pre Split Units,Result Object, , , ,MEASURE
Cash Basis Deferred with AR : 22020,Public Folders\Accounting\Revenue Accounting\,645591,Invoice History,eBusiness Operations,FALSE,Inivoice History Metrics,(IH) Recognized Qty,Result Object, , , ,MEASURE
Cash Basis Deferred with AR : 22020,Public Folders\Accounting\Revenue Accounting\,645591,Invoice History,eBusiness Operations,FALSE,Rev COGS Transactions (RCT),(RCT) COGS DR,Result Object, , , ,MEASURE
